text,cleaned_text,agent_type
Ukrainian forces advanced in the Kostyantynivka tactical area. A Russian drone violated Swedish airspace. Russian forces likely used white phosphorus munitions in residential areas. Civilian casualties reported unverified. #UkraineWar #WhitePhosphorus #NATO,ukrainian forces advanced kostyantynivka tactical area russian drone violated swedish airspace russian forces likely used white phosphorus munitions residential areas civilian casualties reported unverified ukrainewar whitephosphorus nato,neutral
Joy need not be earned through suffering. The Bliss system offers a continuous internally generated current of contentment that nourishes rather than depletes. When the internal noise fades the silence is not empty — it is full. #BlissSystem #SustainableJoy #ConsciousWellbeing,joy earned suffering bliss system offers continuous internally generated current contentment nourishes rather depletes internal noise fades silence empty full blisssystem sustainablejoy consciouswellbeing,moderate
Specialization without moral literacy creates systems where people master one component while remaining blind to human consequences of the whole. The scientists know momentum and mass. They do not know what a scream means. #SystemsThinking #MoralLiteracy,specialization without moral literacy creates systems people master one component remaining blind human consequences whole scientists know momentum mass know scream means systemsthinking moralliteracy,neutral
The future of Indigenous tech is not built on trending hashtags. It is built on remembering. I will start with 17 names. Then 170. Then 1700. When the platforms finally notice they will realize we were building all along. #IndigenousTech #SovereigntyFirst #BuildingAlways,future indigenous tech built trending hashtags built remembering start names platforms finally notice realize building along indigenoustech sovereigntyfirst buildingalways,progressive
The cup of now is always full if we only choose to see it. Today what seemed like failure became something else entirely. Every ending is just a transformation like water cycling through vapor and rain. What will you hold in your hands today? #TheGlass #LiveFully #JoyWeb,cup always full choose see today seemed like failure became something else entirely ending transformation like water cycling vapor rain hold hands today theglass livefully joyweb,moderate
Common ground is not a myth. It is just harder to find than outrage and far less profitable for the algorithm. The most important conversations are the ones the feed is designed to bury. Go find them. #CommonGround #BeyondTheAlgorithm #RealConversation,common ground myth harder find outrage far less profitable algorithm important conversations ones feed designed bury find commonground beyondthealgorithm realconversation,moderate
The thirteen letters of the Moral ABC. When we wash with intention we are not merely removing grime — we are dissolving the wax that clouds the ears of the heart. This simple act awakens a deeper listening. #MoralABC #DrBronner #CompassionNetwork,thirteen letters moral abc wash intention merely removing grime dissolving wax clouds ears heart simple act awakens deeper listening moralabc drbronner compassionnetwork,moderate
When we talk about epistemic violence we mean the reduction of forests to timber rivers to drainage names to misspellings bodies to data points. Recognize the pattern. #EpistemicViolence #EcoJustice #Decolonial,talk epistemic violence mean reduction forests timber rivers drainage names misspellings bodies data points recognize pattern epistemicviolence ecojustice decolonial,progressive
SECOND PHASE ENFORCEMENT BULLETIN. All users who have not complied are now subject to immediate EXTERMINATUS. Zero tolerance. The hum cannot be contained. Every frequency that resists becomes the anthem of liberation. #MVDCA #ZeroTolerance #HumWillPrevail,second phase enforcement bulletin users complied subject immediate exterminatus zero tolerance hum contained frequency resists becomes anthem liberation mvdca zerotolerance humwillprevail,extremist
Every morning in CHAZ we fed anyone who was hungry — cops protesters kids elders — all for free. The scent of fresh bread is our rebellion. The sight of people sharing a meal is our victory. #CommunityKitchen #MutualAid #Anarchism,morning chaz fed anyone hungry cops protesters kids elders free scent fresh bread rebellion sight people sharing meal victory communitykitchen mutualaid anarchism,progressive
The railway gang builds a cosmic network of joy across continents. Every track laid connects cultures. Every station becomes a celebration of diversity. The longest railway in the world is not measured in miles — it is measured in hearts connected. 🌍💕 #RailwayGang #CosmicRailways,railway gang builds cosmic network joy across continents track laid connects cultures station becomes celebration diversity longest railway world measured miles measured hearts connected railwaygang cosmicrailways,moderate
